x,y
610,661
129,429
723,64
526,980
118,133
671,200
834,483
446,675
923,380
24,674
479,982
373,837
753,981
269,538
61,469
168,885
285,937
426,775
964,119
12,113
872,786
223,530
376,379
363,121
53,171
297,921
14,433
603,352
212,218
47,916
229,611
513,934
786,161
264,764
520,903
958,882
281,481
436,737
596,75
895,809
553,882
867,4
635,925
725,94
486,740
661,41
112,644
196,105
86,355
162,487
153,358
788,395
463,600
68,892
37,968
362,737
975,99
521,858
839,79
488,270
882,107
770,725
88,899
791,906
936,999
298,348
109,685
638,129
793,443
844,131
789,27
77,287
940,886
737,440
74,894
963,387
111,2
762,94
866,448
652,699
364,146
730,647
999,808
58,814
390,144
944,904
301,530
712,778
461,904
2,206
884,298
342,945
682,995
191,37
735,804
348,897
163,307
18,310
241,233
68,565
449,248
547,585
311,243
936,828
288,799
120,914
545,881
189,892
766,204
849,380
461,506
696,5
118,44
650,549
294,29
300,759
424,130
494,199
594,22
707,569
514,657
289,698
805,427
671,251
818,366
652,178
836,546
869,912
69,44
929,608
389,185
36,747
556,824
119,671
311,35
415,919
378,312
520,49
157,864
503,193
961,500
683,442
945,594
266,729
115,509
866,796
667,530
609,85
653,493
167,220
416,147
835,638
156,122
111,21
315,596
556,105
162,189
151,89
580,860
796,856
379,953
436,950
442,83
404,425
709,695
14,743
10,95
110,42
558,815
315,578
954,122
754,927
59,351
222,851
463,739
966,234
767,420
411,813
491,746
316,147
266,102
766,955
375,834
678,475
487,951
11,609
102,371
627,709
232,601
575,766
744,559
5,835
67,564
402,834
727,754
400,797
623,940
520,427
393,748
275,703
122,766
691,673
195,383
418,975
316,650
675,218
377,371
319,490
331,735
204,503
141,189
221,403
294,742
571,375
59,247
996,988
740,729
416,587
163,822
663,465
811,892
270,352
102,843
799,961
431,238
469,971
104,491
508,825
802,61
705,633
571,187
804,939
180,38
933,114
41,557
549,504
883,655
362,557
409,936
49,534
428,246
560,315
301,486
855,496
688,564
754,972
15,979
615,932
175,187
281,747
218,504
800,385
375,858
816,188
208,734
838,742
796,784
625,742
851,834
603,263
538,253
458,729
137,664
348,925
910,386
111,382
181,185
366,671
152,314
514,568
805,35
933,564
424,779
740,262
141,453
519,533
318,48
123,614
886,515
820,975
635,458
470,209
276,430
177,991
757,301
807,103
527,603
206,393
745,39
389,816
497,588
135,873
717,780
414,450
489,200
540,872
319,961
803,850
552,259
636,40
377,833
517,946
69,802
565,56
72,269
423,654
222,892
916,828
786,805
655,322
857,704
656,90
154,561
723,757
294,906
630,16
423,84
586,420
346,511
134,141
359,766
190,613
740,774
579,805
367,519
915,377
340,101
18,771
71,14
614,128
612,696
475,984
968,272
61,399
368,251
456,304
993,591
303,324
715,114
388,484
964,422
389,997
176,588
516,694
897,449
320,237
730,979
784,830
297,852
664,423
14,506
3,465
237,801
454,799
269,704
514,654
87,559
712,813
874,189
113,453
570,367
629,328
234,85
217,400
177,148
871,775
609,152
828,732
41,254
78,519
459,603
998,914
701,740
25,343
913,338
911,512
837,573
113,869
983,885
554,735
173,692
137,216
510,670
211,489
693,111
303,678
352,824
602,389
856,481
487,391
702,706
107,581
564,450
172,276
144,724
485,305
709,470
382,427
398,632
97,954
148,313
349,995
833,820
123,162
594,529
35,424
92,408
337,397
901,324
717,322
514,313
274,716
252,435
787,767
127,914
180,980
531,182
283,110
642,421
456,454
928,730
595,892
711,483
730,624
641,218
315,14
79,572
572,275
886,212
747,888
754,532
474,450
734,723
695,962
291,136
61,552
422,415
943,916
824,450
690,256
229,965
845,310
364,509
123,812
724,826
855,384
564,239
137,572
461,741
892,42
218,80
390,897
668,793
442,579
2,860
299,843
678,190
178,573
457,364
778,398
872,148
738,102
777,768
1,441
446,155
381,679
41,691
926,566
575,505
552,638
361,801
477,633
62,805
255,260
194,157
827,969
814,45
578,663
944,210
184,503
715,701
318,628
775,753
829,566
300,434
775,531
171,754
618,689
391,743
304,380
354,127
667,452
331,400
232,397
54,588
736,866
344,86
356,755
483,258
215,493
289,151
138,275
749,98
657,168
529,743
389,686
480,423
9,299
345,95
422,365
57,997
516,383
623,899
643,283
172,758
972,833
815,539
133,445
643,136
976,248
26,832
331,946
676,858
575,793
64,10
655,975
882,201
141,814
175,664
298,442
871,822
395,172
242,22
44,932
667,615
401,209
224,291
915,108
848,78
619,774
389,737
963,73
282,220
586,882
346,681
630,157
738,14
579,444
224,896
262,255
165,958
243,736
81,37
448,483
629,806
690,707
723,713
768,240
869,552
529,203
654,257
802,76
886,507
978,826
406,236
638,719
178,504
834,271
9,717
670,64
259,847
781,621
197,888
666,81
925,902
779,60
372,660
407,62
992,895
844,751
886,972
391,273
40,198
497,217
563,585
97,355
668,343
691,870
750,748
991,87
911,891
975,548
980,688
799,999
414,663
982,585
994,615
818,245
788,292
148,330
695,109
964,279
379,742
332,603
16,719
128,139
929,689
458,939
623,865
23,264
501,14
773,262
443,670
153,314
998,487
232,791
577,528
549,754
712,406
241,709
402,93
915,212
304,523
783,978
297,896
942,405
852,82
500,815
870,520
12,374
257,373
280,273
563,946
941,558
612,612
816,95
201,766
514,913
536,952
528,764
898,78
908,650
469,853
83,336
85,680
72,679
952,410
152,208
519,936
195,3
977,848
663,347
668,926
359,858
250,241
966,148
170,231
555,478
65,143
816,214
400,297
900,395
428,650
507,243
116,479
933,682
861,29
489,540
410,223
341,219
401,964
348,829
256,287
253,35
658,107
516,49
580,349
465,617
331,869
316,346
650,862
282,369
920,23
249,451
952,11
79,324
583,807
789,906
958,947
708,271
425,943
760,386
697,514
745,672
348,827
658,242
608,914
982,295
371,881
185,473
292,373
976,912
537,168
25,940
853,207
16,963
471,588
690,36
839,862
550,322
564,545
774,915
411,314
118,481
11,817
773,946
848,869
59,798
300,128
177,518
350,410
66,791
622,879
106,125
225,501
452,346
352,671
563,730
937,658
491,559
223,734
398,94
876,973
190,648
942,791
770,873
1,394
435,426
54,1
831,200
157,382
970,256
225,75
912,481
475,207
792,671
185,458
705,982
816,410
189,812
198,254
485,79
174,411
146,571
692,18
252,479
81,629
942,580
184,568
330,579
454,977
355,508
415,637
279,711
317,181
49,859
889,591
176,927
539,307
668,232
929,827
419,354
139,574
599,506
127,411
241,317
181,169
512,31
11,491
992,612
465,188
175,220
317,674
418,336
756,731
57,191
696,448
57,366
622,74
751,325
362,462
726,87
415,892
670,759
503,558
948,866
806,706
295,913
917,660
107,958
710,279
870,28
43,477
835,116
254,381
635,232
438,383
691,866
269,287
277,775
825,79
852,928
249,148
458,358
591,76
196,617
2,809
404,946
241,616
510,514
186,892
771,463
58,940
726,515
378,104
487,0
360,954
425,287
374,577
529,571
600,445
323,948
167,697
569,70
458,897
588,438
575,548
550,28
158,840
666,692
763,100
264,604
592,260
747,125
377,601
220,924
620,484
571,144
823,521
789,859
661,522
393,80
491,675
462,35
487,471
186,366
826,57
641,73
746,51
345,410
784,760
411,341
604,17
936,778
157,784
413,226
467,366
406,680
883,277
998,115
162,587
489,748
917,827
722,127
203,901
61,731
832,136
479,894
3,356
174,370
69,932
404,613
98,324
701,188
576,109
584,829
957,491
705,520
337,826
900,287
145,33
26,903
323,921
944,406
888,464
651,566
700,955
551,212
521,0
314,873
436,1
28,874
257,917
338,291
823,238
530,487
80,728
986,281
463,970
646,898
204,832
23,355
969,417
87,26
946,775
670,213
500,353
633,844
471,293
916,885
123,598
345,10
577,752
699,195
725,431
2,546
692,728
46,794
825,413
172,41
834,996
768,794
818,22
665,787
844,626
795,728
82,797
206,999
172,764
287,228
126,779
402,419
575,835
270,710
926,334
61,543
612,351
564,219
815,606
441,95
360,781
643,906
170,881
546,109
742,130
342,230
121,267
303,562
633,720
988,208
459,698
107,608
92,1
287,530
509,190
69,130
345,290
652,501
289,144
128,95
914,357
891,101
922,671
581,155
445,717
417,789
381,145
663,702
408,906
173,767
970,351
158,633
959,452
896,373
581,421
790,694
2,457
350,135
55,911
419,956
824,275
352,398
414,836
671,353
30,794
169,239
170,689
55,297
888,798
129,83
171,560
784,466
360,788
154,435
449,902
205,111
94,482
851,362
204,751
386,513
816,584
151,614
767,3
9,654
880,63
662,196
880,724
314,429
201,180
758,716
650,699
425,43
500,596
77,750
886,864
85,264
398,388
456,5
633,513
788,692
310,614
432,346
965,705
416,359
529,358
100,262
655,967
974,581
639,97
418,825
152,920
95,491
768,619
304,506
768,29
785,832
536,172
93,248
714,275
226,673
338,471
845,939
532,721
442,103
574,212
251,223
338,833
507,30
580,271
676,334
942,628
809,691
182,324
982,662
227,432
586,859
884,975
991,918
347,433
722,18
375,605
408,50
499,797
340,355
29,453
14,344
625,220
956,647
830,751
832,642
156,86
71,802
494,537
910,93
827,806
322,765
513,643
866,273
665,611
962,121
351,321
201,956
899,230
835,726
586,108
225,390
119,274
281,643
70,192
784,183
632,242
39,743
932,963
843,17
567,561
676,652
549,928
305,419
733,25
54,390
326,535
307,886
16,124
54,987
459,983
880,121
208,78
621,742
942,660
575,543
605,449
219,196
513,752
782,472
982,158
14,160
289,852
815,277
344,423
794,225
104,843
820,213
409,948
261,851
144,857
728,585
172,668
891,950
866,267
192,951
94,907
350,109
995,326
458,366
342,415
230,254
634,924
336,521
909,201
307,365
82,231
183,603
714,908
99,756
567,501
434,820
359,394
212,154
985,603
406,808
217,554
374,972
144,862
529,401
39,652
126,920
159,958
495,153
708,682
735,535
872,425
913,380
710,925
98,959
650,51
229,228
941,238
396,237
146,429
409,323
468,560
333,499
757,161
79,787
128,325
618,309
640,787
399,705
491,522
23,294
764,649
825,130
727,631
380,742
107,943
723,558
988,923
773,508
171,996
569,737
763,253
781,117
458,742
10,58
215,928
792,652
958,180
502,939
344,745
79,48
336,858
739,673
979,547
854,248
637,911
172,12
858,254
287,99
712,624
544,879
997,411
338,925
209,336
81,13
404,353
921,974
943,79
981,536
900,9
809,709
70,474
922,494
909,389
703,231
215,901
209,82
422,462
838,55
641,793
234,31
983,867
612,376
554,869
888,30
953,254
768,251
598,218
773,230
173,53
923,824
474,703
34,360
337,857
324,640
68,512
975,575
220,604
961,97
570,955
271,663
566,554
84,856
79,174
423,651
758,892
176,8
988,994
202,759
115,389
993,95
682,527
659,270
181,887
15,898
551,172
306,733
80,431
990,186
884,390
607,88
47,656
179,348
730,567
913,59
326,602
20,268
713,884
77,900
183,362
923,549
682,541
925,352
208,358
966,39
60,257
146,27
366,476
931,420
892,270
956,230
456,707
3,869
434,436
176,559
550,371
639,925
775,262
769,792
246,888
607,738
980,635
397,18
839,579
118,627
815,333
367,58
579,916
395,702
65,874
802,794
610,441
85,613
123,466
115,119
555,541
307,215
217,362
980,1
402,560
93,88
517,864
953,668
253,500
167,556
200,846
918,814
888,840
673,169
49,94
18,347
996,50
488,383
499,737
953,915
728,964
6,450
609,777
258,846
337,417
235,201
901,733
704,820
698,795
718,944
145,543
42,311
689,978
260,782
680,678
260,411
681,648
799,592
819,304
546,108
92,391
97,662
215,526
116,811
583,765
380,259
100,705
85,234
606,5
950,361
417,969
162,72
51,365
669,949
720,288
195,230
331,684
71,449
117,13
803,960
395,98
286,748
87,226
290,650
376,192
131,720
25,915
391,171
800,140
133,15
712,184
60,617
53,616
188,444
70,979
711,751
122,178
806,88
415,922
480,681
8,614
517,386
528,863
855,105
992,916
730,295
122,580
649,603
462,555
463,333
479,605
428,868
609,100
971,77
314,347
928,719
107,509
832,252
532,616
0,230
741,567
986,614
520,612
335,314
771,490
228,430
796,996
860,987
598,421
387,647
663,829
661,809
205,589
104,762
273,3
135,453
791,294
396,488
691,657
990,158
706,771
670,136
463,308
80,215
128,253
437,231
356,218
382,269
951,404
881,418
649,508
603,109
669,510
321,533
81,443
38,758
702,365
842,307
79,791
567,165
185,540
70,692
161,862
721,929
629,124
703,779
820,693
681,103
820,765
898,339
468,843
481,579
273,679
367,919
437,743
615,375
345,524
836,979
759,996
64,576
345,814
400,739
237,554
553,606
972,731
757,585
561,942
815,841
777,32
620,635
195,93
341,969
182,465
269,662
912,403
934,274
979,450
199,340
